U_In-5p,U_As-4p,a(A),Eg(eV),meff
4.1,1.2,5.956324560428659,0.419401515027873,0.029278994181141868
4.15,1.2,5.954141121815973,0.42678046597631353,0.029809243593900102
4.15,1.15,5.955738661571073,0.4115313709941856,0.028852764324318787
4.2,1.15,5.953550723470127,0.41892816819102663,0.029386558354669714
4.25,1.15,5.951365880643265,0.4263225392350824,0.029921077866184982
4.25,1.1,5.952958299557602,0.4111112990486479,0.028963222750847985
4.3,1.1,5.950769786964992,0.41852248249827756,0.029501134578354085
4.35,1.1,5.948583949764716,0.4259272103199865,0.03004030383903756
4.35,1.05,5.9501726224551375,0.41076001394241657,0.029080144835680315
4.4,1.05,5.9479821760952705,0.4181833242996236,0.029612540806481128
4.45,1.05,5.9456909831475775,0.4258727857173488,0.030184795769816516
4.45,1.0,5.947277198481537,0.4107412098175384,0.029222595731219977
4.5,1.0,5.945082665495965,0.41818430972331694,0.02977035409278402
4.55,1.0,5.942893281738274,0.4256207815285721,0.030318720188041763
4.55,0.95,5.944474315215496,0.41053099218620087,0.029354609681168656
4.6,0.95,5.942280481967395,0.41798321736993904,0.029906791531885683
4.65,0.95,5.940090023106295,0.4254302128024264,0.03045992219811517
4.65,0.9,5.941666145913949,0.410382460181516,0.02949402041988084
4.7,0.9,5.939475514573449,0.4178353457698029,0.030050081795633725
4.75,0.9,5.937289661550879,0.42528271799092965,0.030606856065343104
4.75,0.85,5.93885981506053,0.41027994641176596,0.029639242804900177
4.8,0.85,5.936670150481612,0.4177401695202041,0.03020014560000883
4.85,0.85,5.934482381629798,0.4252004178796133,0.03076203978155979
4.85,0.8,5.936048830883751,0.41023902758580355,0.029792125100258568
4.9,0.8,5.933857727186761,0.4177125886005463,0.030357525772072846
4.95,0.8,5.9316710605566945,0.4251818744569592,0.030923850672786
4.95,0.75,5.933231706023632,0.4102628456970394,0.029952203941140152
5.0,0.75,5.9310418726951974,0.4177427426691765,0.030522172317377857
5.05,0.75,5.928857202209746,0.4252131190829576,0.0310929100623107
5.05,0.7,5.930412180732627,0.41033962721646855,0.03011932326116187
5.1,0.7,5.928227656669892,0.4178148446440686,0.030693113321463635
5.15,0.7,5.9260452802002375,0.42528803101867996,0.03126836263400445
5.15,0.65,5.927596060671044,0.4104566383285569,0.030292599028834077
5.2,0.65,5.925411299006792,0.4179410540388766,0.030871320713070867
5.25,0.65,5.9232318162037085,0.42541483092842824,0.031451011221887155
5.25,0.6,5.924777536759278,0.4106272389469032,0.03047314895774559
5.3,0.6,5.922598112888294,0.418106325613776,0.031055942589785564
5.35,0.6,5.920420662262755,0.4255837827918762,0.03164026622803238
5.35,0.55,5.921963266905367,0.4108355513218997,0.030659815273797485
5.4,0.55,5.919784376811696,0.418321293292715,0.031247595177366312
5.45,0.55,5.917611949397454,0.42579388048509287,0.03183613213453715
5.45,0.5,5.919148085901889,0.41109316933748075,0.030853786854520036
5.5,0.5,5.91697506841759,0.41857068738332054,0.03144567117337407
5.55,0.5,5.914807881798192,0.42603865579332656,0.03203840878031311
5.55,0.45,5.916337459745062,0.41138512711888897,0.031054170535028597
5.6,0.45,5.914170889475264,0.4188571935153714,0.03164997951605465
5.65,0.45,5.9120073893120075,0.42632124877287647,0.03224749532917624
5.65,0.4,5.913532559865867,0.411711998887517,0.03126069533533004
5.7,0.4,5.911367574808539,0.41918614432019874,0.03186163063002134
5.75,0.4,5.909208799603807,0.42664621863669727,0.032431281855495764
5.75,0.35,5.910728987498183,0.4120813077055492,0.031474462305853754
5.8,0.35,5.908569181277797,0.4195516532316592,0.032088059674954664
5.85,0.35,5.90641491074931,0.42700793250846086,0.03268602836047679
5.85,0.3,5.9079301656524,0.41248866970181997,0.03169444794272797
5.9,0.3,5.905776370941466,0.41994775362809866,0.032304240459283116
5.95,0.3,5.903628050229053,0.42739578356930824,0.03291526921950059
5.95,0.25,5.905138001754104,0.41292078849165414,0.03192129826173315
6.0,0.25,5.902989214282314,0.4203757761600883,0.03253570099952687
6.05,0.25,5.900869714197286,0.4277585069776756,0.033146797670044435
6.05,0.2,5.902372639215566,0.41333259442806924,0.03215070091249106
6.1,0.2,5.900232770832105,0.4207706235980596,0.03276914596180544
6.1,0.15,5.901737157608994,0.4063726397358076,0.031768165991405604
6.15,0.15,5.899597813617702,0.41381297689802804,0.032389990356906755
6.2,0.15,5.897462402653125,0.4212454377896974,0.03301343245698643
6.2,0.1,5.898963875765989,0.40688669108048,0.03200940865340656
6.25,0.1,5.896828309221098,0.4143256017841177,0.03263623335772454
6.3,0.1,5.894702377202339,0.4217392051637672,0.033263869984156785
6.3,0.05,5.896197541934239,0.40742869489299643,0.032257331695585624
6.35,0.05,5.894069745001238,0.4148544533389613,0.03288850899616171
6.4,0.05,5.891947083526642,0.42226590447181067,0.03352165092115767
6.4,0.0,5.893438262262503,0.40799789053046526,0.03251207773464711
6.45,0.0,5.891316415352495,0.41541380432643205,0.033148356460128196
6.5,0.0,5.889202562498614,0.42281001289434744,0.033785774871795786
6.5,-0.05,5.890688685941399,0.40858670900522065,0.03277336377575788
6.55,-0.05,5.888574965887685,0.4159855341688271,0.03341438762023632
6.6,-0.05,5.886467045604128,0.4233716655161065,0.03405694247142834
6.6,-0.1,5.887948841851674,0.4091934827031334,0.03304133270643547
6.65,-0.1,5.885842260522607,0.41657989615792185,0.03365090189376175
6.7,-0.1,5.883743555249708,0.42394929361131267,0.034334540215555515
6.7,-0.15,5.885219200496295,0.4098176670191225,0.03333286836025148
6.75,-0.15,5.883122277639126,0.4171848374349995,0.03396672562626577
6.8,-0.15,5.881030219983854,0.42454102081523737,0.03461910078167262
6.8,-0.2,5.8825009574061555,0.4104553342160241,0.0335976576872467
6.85,-0.2,5.8804097541944405,0.4178139014973575,0.03425353184003032
6.9,-0.2,5.878328334377876,0.42514943238185005,0.034910327539431074
6.9,-0.25,5.879792386504141,0.41111436100478005,0.033885934261012704
6.95,-0.25,5.877711946324056,0.41845174505449684,0.034546183669629006
7.0,-0.25,5.875639965550069,0.42576831008445976,0.035207875119998726
7.0,-0.3,5.877094280952003,0.41179128561994227,0.034181142306830684
7.05,-0.3,5.8750277331745435,0.41909929273397234,0.034845368278800075
7.1,-0.3,5.872956262487834,0.4264196354435885,0.03551379757224631
7.1,-0.35,5.8744091417419995,0.4124810035711868,0.03448282167806382
7.15,-0.35,5.872343049536532,0.41979230668099243,0.035153878250280754
7.2,-0.35,5.870290877538909,0.427068052547379,0.03582541914648634
7.2,-0.4,5.87174319958229,0.41316561785070166,0.03478975527708613
7.25,-0.4,5.869683988529374,0.42046299904020074,0.03546655057002168
7.25,-0.45,5.8711365762300485,0.4065886639672998,0.03442604843430417
7.3,-0.45,5.869087245049702,0.41386360148967205,0.03510469296465418
7.35,-0.45,5.867042194542955,0.4211283589389239,0.03578586183863216
7.35,-0.5,5.868486593016413,0.4073106295013764,0.034742165039268795
7.4,-0.5,5.866444060689646,0.41457285660307963,0.03542664963863562
7.45,-0.5,5.864413902513859,0.4218036144559079,0.036112079357967224
7.45,-0.55,5.865850779617184,0.40803717443507376,0.035065236656605325
7.5,-0.55,5.863818291381882,0.4152798677602526,0.03575487026618513
7.55,-0.55,5.8617919780587,0.42250531825673976,0.03644699320166856
7.55,-0.6,5.863230589644099,0.4087696527912622,0.03539471418303793
7.6,-0.6,5.86120571875847,0.41599318539283714,0.03609062321491284
7.65,-0.6,5.859186568630662,0.42320207409380306,0.036789105283616425
7.65,-0.65,5.860622607875997,0.4095071634357301,0.0357322946451995
7.7,-0.65,5.858605314676222,0.41671416456799915,0.036434401348565536
7.75,-0.65,5.856600883775682,0.42388850406134,0.03713758686608528
7.75,-0.7,5.858028685899924,0.4102479975368092,0.03607743640693533
7.8,-0.7,5.856024901902523,0.41742516068196317,0.03678448738210959
7.85,-0.7,5.854028874381911,0.4245827009280603,0.03753498273881581
7.85,-0.75,5.855452074737309,0.4109871065034007,0.03642947382509435
7.9,-0.75,5.8534578241881565,0.4181432867729594,0.03714285142163178
7.95,-0.75,5.851472181107275,0.4252764194769635,0.037858330251620366
7.95,-0.8,5.852890605234803,0.41172744113921256,0.03678951151741432
8.0,-0.8,5.85090796631392,0.41885777003167024,0.03750827495488136
8.05,-0.8,5.848892672673551,0.4260675901972958,0.03823864539936819
8.05,-0.85,5.850307400277762,0.4125625804902146,0.037164988808360985
8.1,-0.85,5.848333627333769,0.419671554350699,0.037890462457591714
8.15,-0.85,5.84636956874488,0.42675512453791037,0.03841800170342961
8.15,-0.9,5.847779926763776,0.41329588403601913,0.037539850276963556
8.2,-0.9,5.845818663226978,0.4203777198031465,0.038297682257322274
8.2,-0.95,5.847228559683225,0.4069471047376865,0.03718755931877009
8.25,-0.95,5.845270428874968,0.41402511929202407,0.03792285356504443
8.3,-0.95,5.843321353282267,0.4210765743160103,0.03866039905374471
8.3,-1.0,5.844725491620963,0.4076982084746386,0.03757187718539881
8.35,-1.0,5.842778579921129,0.41474730850368674,0.03831339016223736
8.4,-1.0,5.840837445487999,0.4217817945200637,0.03905812571263203
8.4,-1.05,5.842239739888364,0.4084429479434743,0.037963910812654676
8.45,-1.05,5.840303403257034,0.4154684877000129,0.038711979418147725
8.5,-1.05,5.838373642366288,0.4224770326936047,0.03946338184094072
8.5,-1.1,5.8397720063483085,0.4091831892640007,0.038363733148036164
8.55,-1.1,5.837844153158199,0.4161887234977672,0.03911927560054269
8.6,-1.1,5.835927223818442,0.4231659525205575,0.03987734512948517
8.6,-1.15,5.837319891701152,0.40992187913702116,0.038772446815873336
8.65,-1.15,5.835405163882666,0.4168965892916381,0.03953454895837876
8.7,-1.15,5.8334982907196675,0.42385009691672054,0.04030000908520372
8.7,-1.2,5.834886636214527,0.4106517724458831,0.03918946819109306
8.75,-1.2,5.832982126559936,0.4176020243584049,0.03995901889695542
8.8,-1.2,5.831086569631898,0.4245282982628061,0.040731855169816075
8.8,-1.25,5.8324722518152665,0.41137218798810604,0.03961513309502437
8.85,-1.25,5.8305777250595305,0.4182980094951746,0.04039256504311512
8.9,-1.25,5.828693090705672,0.4251992538608183,0.04117284620518913
8.9,-1.3,5.830074487495439,0.41208883371373833,0.04005026477174867
8.95,-1.3,5.8281926556549974,0.41898501247149256,0.04083479347733144
9.0,-1.3,5.82631818501158,0.42586111416789085,0.04162327382606642
9.0,-1.35,5.827695489557984,0.4127952587582126,0.040494555462348245
9.05,-1.35,5.825823817086281,0.4196673422721107,0.04128719209242197
9.1,-1.35,5.823960440688635,0.4265161669388594,0.04208377463878063
9.1,-1.4,5.82533389950037,0.41349595175765363,0.04094856416497155
9.15,-1.4,5.82347331308916,0.42034131124289487,0.04174937052105014
9.15,-1.45,5.824847881537909,0.40734969362531476,0.04060732474740609
9.2,-1.45,5.822993972075441,0.41418036109930445,0.04141156856222477
9.25,-1.45,5.821144103840432,0.4209996386705638,0.04222087703329101
