U_In-5p,U_Sb-5p,Eg(eV)
0.52,2.37,0.23593239668148158
0.52,2.36,0.23278087869753883
0.53,2.36,0.2344146936788325
0.54,2.36,0.23604767317560782
0.54,2.35,0.23289111965234244
0.55,2.35,0.2345320492212304
0.56,2.35,0.23617297879257637
0.56,2.34,0.23301642526224942
0.57,2.34,0.2346573548340235
0.58,2.34,0.23629828439856115
0.58,2.33,0.23313722516907653
0.59,2.33,0.23477886489277255
0.6,2.33,0.23642050461653502
0.6,2.32,0.2332650182182458
0.61,2.32,0.2349079233679809
0.62,2.32,0.23654622843362128
0.62,2.31,0.23341075176148873
0.63,2.31,0.23504905682673521
0.64,2.31,0.23669962821452478
0.64,2.3,0.2335676437238886
0.65,2.3,0.23520442443386985
0.66,2.3,0.23684120515256285
0.66,2.29,0.23370922065315308
0.67,2.29,0.23534600137135153
0.68,2.29,0.2369827820849174
0.68,2.28,0.23385561998730997
0.69,2.28,0.23549998185448673
0.7,2.28,0.23714434372297444
0.7,2.27,0.234008474244927
0.71,2.27,0.23565721079659863
0.72,2.27,0.23729912769068856
0.72,2.26,0.23417795769452027
0.73,2.26,0.2358198745852273
0.73,2.25,0.23269555259827607
0.74,2.25,0.2343461268123258
0.75,2.25,0.23599670101079706
0.75,2.24,0.23287144508054014
0.76,2.24,0.23452201928448368
0.77,2.24,0.2361725934872292
0.77,2.23,0.23304733755574802
0.78,2.23,0.2347152929907253
0.79,2.23,0.23638164486270863
0.79,2.22,0.23324627681296783
0.8,2.22,0.2349126286885812
0.81,2.22,0.23658313061287845
0.81,2.21,0.233463297452065
0.82,2.21,0.2351270633792284
0.83,2.21,0.2367908293080102
0.83,2.2,0.23364950931096556
0.84,2.2,0.23532437446361365
0.85,2.2,0.2369992396224816
0.85,2.19,0.23387122547690686
0.86,2.19,0.23554609062977871
0.87,2.19,0.23722095578610347
0.87,2.18,0.2340929416353852
0.88,2.18,0.23576207659482828
0.88,2.17,0.2326344940126564
0.89,2.17,0.23431323379998314
0.9,2.17,0.2359919735950743
0.9,2.16,0.23288470571766595
0.91,2.16,0.23456192785334534
0.92,2.16,0.23623914998899714
0.92,2.15,0.23312084418302742
0.93,2.15,0.23479806631980443
0.94,2.15,0.23647835349023516
0.94,2.14,0.23335751780687863
0.95,2.14,0.23503993966315523
0.96,2.14,0.2367223615199257
0.96,2.13,0.23360152583476468
0.97,2.13,0.23530177573590572
0.98,2.13,0.23698133044923764
0.98,2.12,0.23386961112130122
0.99,2.12,0.235549165834672
1.0,2.12,0.23722872054847916
1.0,2.11,0.23411784344317055
1.01,2.11,0.23579948140560641
1.01,2.1,0.23269635071978412
1.02,2.1,0.23437798868372856
1.03,2.1,0.2360596266477828
1.03,2.09,0.23295028484519875
1.04,2.09,0.23463676634672126
1.05,2.09,0.23632324784819814
1.05,2.08,0.23321653810631626
1.06,2.08,0.2349030196084656
1.07,2.08,0.23657654019158092
1.07,2.07,0.23346514067355795
1.08,2.07,0.2351526705441983
1.09,2.07,0.23684020040791803
1.09,2.06,0.2337288008957763
1.1,2.06,0.2354750367896109
1.11,2.06,0.23717614622271932
1.11,2.05,0.23406006883137825
1.12,2.05,0.23576117824231047
1.12,2.04,0.23264510085775908
1.13,2.04,0.23434621026292457
1.14,2.04,0.23610214971200938
1.14,2.03,0.2329736372347062
1.15,2.03,0.23469346618359277
1.16,2.03,0.23641329513094206
1.16,2.02,0.23331860593348053
1.17,2.02,0.23503094205810315
1.18,2.02,0.23674327817351204
1.18,2.01,0.23366046760039705
1.19,2.01,0.23533530625983867
1.2,2.01,0.23705910898398308
1.2,2.0,0.2339605601921273
1.21,2.0,0.23568436291141026
1.22,2.0,0.23740816561622763
1.22,1.99,0.23430961684989504
1.23,1.99,0.2360334195580972
1.23,1.98,0.23290160103812219
1.24,1.98,0.23462205478399967
1.25,1.98,0.23634250853442423
1.25,1.97,0.23325450859785107
1.26,1.97,0.23496559457075317
1.27,1.97,0.2366875092715232
1.27,1.96,0.2335904755676324
1.28,1.96,0.23531239027801937
1.29,1.96,0.23705938171687901
1.29,1.95,0.23398134410753862
1.3,1.95,0.23568386874777536
1.31,1.95,0.23738639338607476
1.31,1.94,0.23430835577701403
1.32,1.94,0.23601088041210033
1.32,1.93,0.23293284280731796
1.33,1.93,0.23466294731965076
1.34,1.93,0.23637344715476383
1.34,1.92,0.23328519696287242
1.35,1.92,0.234995696792706
1.36,1.92,0.23671018308161795
1.36,1.91,0.23364217776857688
1.37,1.91,0.23534928666370059
1.38,1.91,0.2370563955517171
1.38,1.9,0.23394984628869542
1.39,1.9,0.23567816233474548
1.39,1.89,0.2325944898054222
1.4,1.89,0.23432280585307175
1.41,1.89,0.23605112189830496
1.41,1.88,0.23296744936725694
1.42,1.88,0.23469965226077438
1.43,1.88,0.23642880974968694
1.43,1.87,0.23334965853797002
1.44,1.87,0.23507881602866326
1.45,1.87,0.23680797352019434
1.45,1.86,0.23373915380836413
1.46,1.86,0.23547114080190812
1.47,1.86,0.2372031277944881
1.47,1.85,0.2341280512428191
1.48,1.85,0.2358600382345477
1.48,1.84,0.23277870290319436
1.49,1.84,0.23451744323061102
1.5,1.84,0.23625618355802763
1.5,1.83,0.23317607139585161
1.51,1.83,0.23491481172227635
1.52,1.83,0.23664993469868573
1.52,1.82,0.23357078665958403
1.53,1.82,0.23531136681784015
1.54,1.82,0.23705194697601928
1.54,1.81,0.23397279893780165
1.55,1.81,0.23571396190405702
1.55,1.8,0.23263694822928754
1.56,1.8,0.23437779330131908
1.57,1.8,0.23611863837168162
1.57,1.79,0.23304162469654827
1.58,1.79,0.23478246976771466
1.59,1.79,0.23652678936263144
1.59,1.78,0.23344901648754296
1.6,1.78,0.23519150641724706
1.61,1.78,0.23693399634726292
1.61,1.77,0.23386257949804207
1.62,1.77,0.23560432437747325
1.63,1.77,0.23734606925548724
1.63,1.76,0.2342730253204498
1.64,1.76,0.23602408766264082
1.64,1.75,0.23295105812406158
1.65,1.75,0.234695376614092
1.66,1.75,0.23643969510412238
1.66,1.74,0.23336666556407115
1.67,1.74,0.23511098405258424
1.68,1.74,0.2368553025437331
1.68,1.73,0.23378583970849598
1.69,1.73,0.23553735565146644
1.7,1.73,0.2372888715906596
1.7,1.72,0.2342128674918662
1.71,1.72,0.23597295440115085
1.71,1.71,0.23291377475538666
1.72,1.71,0.2346625134470134
1.73,1.71,0.23641125213633063
1.73,1.7,0.23335186751968612
1.74,1.7,0.2351075664611768
1.75,1.7,0.23686326540365038
1.75,1.69,0.23380097706664865
1.76,1.69,0.2355566760068113
1.77,1.69,0.2373123749538701
1.77,1.68,0.23425292638934592
1.78,1.68,0.23601087892544975
1.78,1.67,0.23295439046747807
1.79,1.67,0.23471234300387667
1.8,1.67,0.2364702955420948
1.8,1.66,0.23341523943533943
1.81,1.66,0.23517432897592888
1.82,1.66,0.23693341851535932
1.82,1.65,0.23388276550400922
1.83,1.65,0.23564185504504404
1.84,1.65,0.23741101215725113
1.84,1.64,0.23435467423123413
1.85,1.64,0.2361213506725156
1.85,1.63,0.2330650127453277
1.86,1.63,0.23483168918802594
1.87,1.63,0.23659655051186068
1.87,1.62,0.23354116661895968
1.88,1.62,0.23530920343316114
1.89,1.62,0.23707724024777654
1.89,1.61,0.2340218563545558
1.9,1.61,0.23579363596425496
1.9,1.6,0.232738876990303
1.91,1.6,0.23450779447996345
1.92,1.6,0.2362767119693836
1.92,1.59,0.23322195299644521
1.93,1.59,0.2349908704859912
1.94,1.59,0.2367711345684892
1.94,1.58,0.2337139337805605
1.95,1.58,0.23548667703907245
1.96,1.58,0.23725942029973385
1.96,1.57,0.23424280922461538
1.97,1.57,0.23600825929476899
1.97,1.56,0.23299636603553198
1.98,1.56,0.23476181610772645
1.99,1.56,0.2365552288061163
1.99,1.55,0.23353906101086241
2.0,1.55,0.2353179983540451
2.01,1.55,0.23709693570971896
2.01,1.54,0.23408076788694882
2.02,1.54,0.23585970524201572
2.02,1.53,0.23284353744571828
2.03,1.53,0.2346280224913606
2.04,1.53,0.23642259796304688
2.04,1.52,0.2334007602951288
2.05,1.52,0.23519533574598545
2.06,1.52,0.23696325979004879
2.06,1.51,0.23397162157908485
2.07,1.51,0.23576075609066555
2.07,1.5,0.23276911787864624
2.08,1.5,0.23455825239082967
2.09,1.5,0.2363364178930834
2.09,1.49,0.2333399001793171
2.1,1.49,0.23513388152679293
2.11,1.49,0.23692786287417156
2.11,1.48,0.23393134516022202
2.12,1.48,0.23570743395161792
2.12,1.47,0.2327016462363835
2.13,1.47,0.2344979387730155
2.14,1.47,0.23629423131466737
2.14,1.46,0.23328844359755546
2.15,1.46,0.2351030999082407
2.16,1.46,0.236901631158774
2.16,1.45,0.23388549536056508
2.17,1.45,0.23568402661136656
2.17,1.44,0.23266789081312833
2.18,1.44,0.23446642206378715
2.19,1.44,0.2362749423898906
2.19,1.43,0.23325065785916888
2.2,1.43,0.23506005634552707
2.21,1.43,0.23686945483284833
2.21,1.42,0.2338561538819825
2.22,1.42,0.23566773781586714
2.22,1.41,0.23264916806084152
2.23,1.41,0.2344607519945886
2.24,1.41,0.23627233593107294
2.24,1.4,0.23326258111655024
2.25,1.4,0.23507514395942614
2.26,1.4,0.23688770680002685
2.26,1.39,0.23387563394756805
2.27,1.39,0.23568819679091485
2.27,1.38,0.23268111342320863
2.28,1.38,0.23449542436687137
2.29,1.38,0.23630973531103844
2.29,1.37,0.2333038100423766
2.3,1.37,0.23511812098661494
2.31,1.37,0.236935822060518
2.31,1.36,0.23393641191413367
2.32,1.36,0.23575296646242339
2.32,1.35,0.23275355631954037
2.33,1.35,0.2345701108708534
2.34,1.35,0.23641621366462184
2.34,1.34,0.23340410173433263
2.35,1.34,0.23523759983893877
2.36,1.34,0.23707109794349646
2.36,1.33,0.2340589860129973
2.37,1.33,0.23591116824540143
2.37,1.32,0.23291095199812628
2.38,1.32,0.2347480469523759
2.39,1.32,0.23658514190679414
2.39,1.31,0.23358492565551686
2.4,1.31,0.23542290295567836
2.41,1.31,0.237260621931556
2.41,1.3,0.2342732710962167
2.42,1.3,0.23611099007544079
2.42,1.29,0.23312363922941143
2.43,1.29,0.2349613582067669
2.44,1.29,0.23680487415912826
2.44,1.28,0.23381637328467325
2.45,1.28,0.2356618101422822
2.45,1.27,0.2326733092678272
2.46,1.27,0.2345080229037197
2.47,1.27,0.2363511921233583
2.47,1.26,0.23337522644251135
2.48,1.26,0.23521839566270297
2.49,1.26,0.23705302285470492
2.49,1.25,0.234074888464346
2.5,1.25,0.2359185667695224
2.5,1.24,0.23294043237865147
2.51,1.24,0.23478411068418603
2.52,1.24,0.23662778898745251
2.52,1.23,0.23364748336176522
2.53,1.23,0.23549004775800136
2.54,1.23,0.2373326121556173
2.54,1.22,0.23435134331642465
2.55,1.22,0.23619390771220689
2.55,1.21,0.23322212699668993
2.56,1.21,0.2350660757315377
2.57,1.21,0.23691002446802018
2.57,1.2,0.23392510795814725
2.58,1.2,0.23576905669326997
2.58,1.19,0.23281644815083385
2.59,1.19,0.23470817360781954
2.6,1.19,0.23659989906480522
2.6,1.18,0.23357929110199593
2.61,1.18,0.2354710165449138
2.62,1.18,0.2373880975509995
2.62,1.17,0.23438797742559098
2.63,1.17,0.23628875044899245
2.63,1.16,0.23328863032216102
2.64,1.16,0.23518940333328192
2.65,1.16,0.23705613494910677
2.65,1.15,0.23407383340325666
2.66,1.15,0.23596755303937567
2.66,1.14,0.23298525150039334
2.67,1.14,0.23487897112974293
2.68,1.14,0.2367535338968879
2.68,1.13,0.23376430993903458
2.69,1.13,0.23567297152878264
2.69,1.12,0.232683747543463
2.7,1.12,0.23459240913671592
2.71,1.12,0.236463236318473
2.71,1.11,0.2334711967208128
2.72,1.11,0.23537316680188225
2.73,1.11,0.23727513690182617
2.73,1.1,0.23424813414746903
2.74,1.1,0.23612668424849137
2.74,1.09,0.2331521195880572
2.75,1.09,0.2350306696750385
2.76,1.09,0.23690921974640577
2.76,1.08,0.2339346551328051
2.77,1.08,0.23584994008716798
2.77,1.07,0.2328710707116074
2.78,1.07,0.23473195625559024
2.79,1.07,0.23659284179933154
2.79,1.06,0.233613972423229
2.8,1.06,0.23544962225212857
2.81,1.06,0.23730506433599646
2.81,1.05,0.2343319797316724
2.82,1.05,0.23618742183621366
2.82,1.04,0.2332143372297828
2.83,1.04,0.23506977932657747
2.84,1.04,0.23692533220268336
2.84,1.03,0.23395222166082957
2.85,1.03,0.23580744287583705
2.85,1.02,0.23283433233499234
2.86,1.02,0.23471955832829638
2.87,1.02,0.23656977381167887
2.87,1.01,0.23362793978572766
2.88,1.01,0.2354781552687626
2.89,1.01,0.23733292975849024
2.89,1.0,0.23439351870260372
2.9,1.0,0.23624179924751565
2.9,0.99,0.23330238819039
2.91,0.99,0.23515066873633939
2.92,0.99,0.23699894928114573
2.92,0.98,0.23403109826088558
2.93,0.98,0.23588454909824091
2.93,0.97,0.2329329257415224
2.94,0.97,0.23478637658743395
2.95,0.97,0.23663982743395007
2.95,0.96,0.23368460638579341
2.96,0.96,0.23553817570868135
2.97,0.96,0.23739174503156935
2.97,0.95,0.23444754092442716
2.98,0.95,0.23630111024926598
2.98,0.94,0.23336289302092994
2.99,0.94,0.23523677557902956
3.0,0.94,0.23711065814182042
3.0,0.93,0.23415126479208137
3.01,0.93,0.2360251473618219
3.01,0.92,0.23307871766169908
3.02,0.92,0.23495117242082642
3.03,0.92,0.2368236271641722
3.03,0.91,0.233866485659859
3.04,0.91,0.23573894041085564
3.04,0.9,0.2327972932745498
3.05,0.9,0.23467748251859022
3.06,0.9,0.23655767176263065
3.06,0.89,0.23358731020820772
3.07,0.89,0.23546749946691475
3.08,0.89,0.23734485967707059
3.08,0.88,0.23438742084284697
3.09,0.88,0.23627593597856172
3.09,0.87,0.23331849714650815
3.1,0.87,0.23520701227605428
3.11,0.87,0.2370877553784247
3.11,0.86,0.23413814956397194
3.12,0.86,0.23602737221699632
3.12,0.85,0.23307776640022498
3.13,0.85,0.23496698905187502
3.14,0.85,0.236857273366753
3.14,0.84,0.2339045409736933
3.15,0.84,0.2357978899094704
3.15,0.83,0.23284515751435325
3.16,0.83,0.234738506451522
3.17,0.83,0.23664654124279755
3.17,0.82,0.23369922992647302
3.18,0.82,0.23559204171186365
3.18,0.81,0.2326447303977988
3.19,0.81,0.23453754218173023
3.2,0.81,0.23641572707151046
3.2,0.8,0.2334840017166776
3.21,0.8,0.23537396523621612
3.22,0.8,0.23726392875575464
3.22,0.79,0.2343344832342915
3.23,0.79,0.23622455563422648
3.23,0.78,0.233298228739155
3.24,0.78,0.23518830114389372
3.25,0.78,0.23707837353788855
3.25,0.77,0.23415204664311318
3.26,0.77,0.2360422624157686
3.26,0.76,0.23312058215860973
3.27,0.76,0.23501181871463891
3.28,0.76,0.23690305527184177
3.28,0.75,0.23398532669325767
3.29,0.75,0.23588285086762176
3.29,0.74,0.2329564555231652
3.3,0.74,0.2348539796972107
3.31,0.74,0.2367515038739786
3.31,0.73,0.23382510852610836
3.32,0.73,0.23572762570352085
3.32,0.72,0.232805356320254
3.33,0.72,0.23470483357966826
3.34,0.72,0.23660431084027309
3.34,0.71,0.23368204145599425
3.35,0.71,0.23558137773677376
3.35,0.7,0.2326648029178485
3.36,0.7,0.2345643888213221
3.37,0.7,0.23646397472479583
3.37,0.69,0.23354739990586948
3.38,0.69,0.23544698580612194
3.39,0.69,0.23735124724103895
3.39,0.68,0.23443368380354682
3.4,0.68,0.2363362895985173
3.4,0.67,0.23341872616236697
3.41,0.67,0.23532668160619524
3.42,0.67,0.23722706873242866
3.42,0.66,0.2343228308971097
3.43,0.66,0.2362232180244875
3.43,0.65,0.23331907098532376
3.44,0.65,0.23522278153107418
3.45,0.65,0.23712649208114467
3.45,0.64,0.23422078177732503
3.46,0.64,0.23612449232707383
3.46,0.63,0.2332187820230428
3.47,0.63,0.23512941043207394
3.48,0.63,0.23703349625003634
3.48,0.62,0.23413303456934964
3.49,0.62,0.23603712038758848
3.49,0.61,0.23313665870612885
3.5,0.61,0.23513021334419665
3.51,0.61,0.23705252726156797
3.51,0.6,0.23416727712293184
3.52,0.6,0.23608959103722718
3.52,0.59,0.23320434091337439
3.53,0.59,0.2351266548193903
3.54,0.59,0.2370672402671878
3.54,0.58,0.23415090540020717
3.55,0.58,0.23611452027487034
3.55,0.57,0.23319818540992124
3.56,0.57,0.2351451539126129
3.57,0.57,0.23712128885262163
3.57,0.56,0.23421323748254488
3.58,0.56,0.2361893724496961
3.58,0.55,0.23328132110652133
3.59,0.55,0.2352574560554033
3.6,0.55,0.23719063914638944
3.6,0.54,0.2342976861174997
3.61,0.54,0.23626134925938902
3.61,0.53,0.233368396267424
3.62,0.53,0.23529537748276588
3.63,0.53,0.23726927411916768
3.63,0.52,0.23436559163079895
3.64,0.52,0.23633948824766116
3.64,0.51,0.23343580576384215
3.65,0.51,0.2353965462790653
3.66,0.51,0.23736592690635575
3.66,0.5,0.234442910845833
3.67,0.5,0.2364122914769354
3.67,0.49,0.23359127229173027
3.68,0.49,0.23551237034545416
3.68,0.48,0.23262860691696405
3.69,0.48,0.23454970497186522
3.7,0.48,0.23647080302593315
3.7,0.47,0.23358703959842386
3.71,0.47,0.2355141193593165
3.71,0.46,0.23262752881650092
3.72,0.46,0.234555699938042
3.73,0.46,0.23648387106030688
3.73,0.45,0.23359728051804873
3.74,0.45,0.23552545163491917
3.74,0.44,0.23263961071714348
3.75,0.44,0.23456786713003566
3.76,0.44,0.23649612354395777
3.76,0.43,0.23361240362679403
3.77,0.43,0.23554648220344196
3.77,0.42,0.23266667513779304
3.78,0.42,0.23459635127166067
3.79,0.42,0.23652602740379897
3.79,0.41,0.2336462203367377
3.8,0.41,0.23557426862994021
3.8,0.4,0.23269983962422885
3.81,0.4,0.23462928850885595
3.82,0.4,0.23655873739822236
3.82,0.39,0.23368636418165004
3.83,0.39,0.23561593767110237
3.83,0.38,0.23274649096018574
3.84,0.38,0.23467606445092748
3.85,0.38,0.2366056379412259
3.85,0.37,0.23373619123025213
3.86,0.37,0.23566259573455556
3.86,0.36,0.23279766405107405
3.87,0.36,0.23472786160976455
3.88,0.36,0.23665805916733165
3.88,0.35,0.2337962118170853
3.89,0.35,0.2357301977571683
3.89,0.34,0.23286243021845618
3.9,0.34,0.23479641615875665
3.91,0.34,0.23673040210241658
3.91,0.33,0.233862634559924
3.92,0.33,0.23580244851536852
3.92,0.32,0.2329385283034529
3.93,0.32,0.23487385908738095
3.94,0.32,0.2368091898753177
3.94,0.31,0.233945269659887
3.95,0.31,0.23588010009509952
3.95,0.3,0.233021257596486
3.96,0.3,0.2349566050368113
3.97,0.3,0.23689195247711617
3.97,0.29,0.23403310997748977
3.98,0.29,0.23596845741631012
3.98,0.28,0.2331096149166347
3.99,0.28,0.2350449623570231
4.0,0.28,0.23698030979933038
4.0,0.27,0.23412146729696862
4.01,0.27,0.23605681473556467
4.01,0.26,0.2331979722375141
4.02,0.26,0.2351333196764151
4.03,0.26,0.23706866711532126
4.03,0.25,0.2342098246172987
4.04,0.25,0.23614517205453647
4.04,0.24,0.23328632955918077
4.05,0.24,0.23522167699641844
