U_Ga-4p,U_Sb-5p,a(A),Eg(eV),meff
6.5,-2.05,5.936681786313984,0.8192743946334705,0.1759057404766674
6.5,-2.1,5.938234566317086,0.807462400979813,0.1748426214427202
6.55,-2.1,5.935948623717396,0.8199677587672972,0.17659465985140899
6.55,-2.15,5.937496265506018,0.8082010843535901,0.175529894730706
6.6,-2.15,5.93521255174972,0.8207155403319609,0.17729819559969848
6.6,-2.2,5.936764118727632,0.8089584151495041,0.17622708020770178
6.65,-2.2,5.934484876692802,0.8214741682196547,0.17801085225527888
6.65,-2.25,5.936032989738504,0.8097512894615198,0.17693619980686034
6.7,-2.25,5.933757929559112,0.8222706974456997,0.17873596746801693
6.7,-2.3,5.935302471041012,0.8105871622114184,0.17765913564778352
6.75,-2.3,5.9330337674121045,0.8231000095132606,0.1794740203664656
6.75,-2.35,5.9345791566859845,0.8114385604409423,0.17839205634070318
6.8,-2.35,5.932316306011395,0.8239473426204582,0.18022269427871987
6.8,-2.4,5.933858657522852,0.8123217749426499,0.1791374219026835
6.8,-2.45,5.935407863758183,0.8006962606754356,0.1780602069443064
6.85,-2.45,5.933140273954537,0.8132395278289806,0.1798957193126424
6.85,-2.5,5.934685993507556,0.801652774007575,0.1788153696756721
6.9,-2.5,5.93242517546527,0.8141875872889497,0.18066649712064875
6.9,-2.55,5.933969983214017,0.8026282105918741,0.17958152204138064
6.95,-2.55,5.931715037367875,0.8151577313036078,0.1814489588709122
6.95,-2.6,5.933256261013611,0.8036378601182727,0.180360790813807
7.0,-2.6,5.9310070974856055,0.8161643673927754,0.18224494363229918
7.0,-2.65,5.932547916129366,0.8046708342370875,0.18115208788807444
7.05,-2.65,5.930302427708729,0.8171998914255865,0.18305408550416308
7.05,-2.7,5.931841419352455,0.8057376942588914,0.18195688580929315
7.1,-2.7,5.929603273393997,0.8182567479453287,0.18387538331790992
7.1,-2.75,5.931136841984867,0.8068392089329588,0.1827756032058576
7.15,-2.75,5.928903505262005,0.819359092127561,0.18471235685111673
7.15,-2.8,5.930436666714852,0.807968460834837,0.1836074079328025
7.2,-2.8,5.928210774714802,0.8204760434021137,0.18556087201601398
7.2,-2.85,5.929737881444774,0.8091339948160539,0.18445378678699414
7.25,-2.85,5.927517317718914,0.8216397709475176,0.18642590683116722
7.25,-2.9,5.929043371641465,0.8103259366691424,0.18531363141341692
7.3,-2.9,5.926826306352323,0.822835998248252,0.18730532783414902
7.3,-2.95,5.928354069488972,0.811541014420811,0.18618645430496472
7.3,-3.0,5.929883179837711,0.800265513299415,0.18507849999965498
7.35,-3.0,5.9276660000137635,0.812793450811152,0.18707476974888582
7.35,-3.05,5.929192642903824,0.8015523698532228,0.18596246690874055
7.4,-3.05,5.926983305936016,0.8140679407335824,0.18797650263753055
7.4,-3.1,5.9285070333420595,0.8028622990567251,0.1868595959345615
7.45,-3.1,5.9263008511155935,0.8153840114917874,0.18889466184130702
7.45,-3.15,5.9278253519100055,0.8042005456247494,0.18777147790327292
7.5,-3.15,5.925623708570474,0.8167218472082364,0.1898268725332772
7.5,-3.2,5.927145931748678,0.8055707916335274,0.18869847418237493
7.55,-3.2,5.924948389250054,0.8180940284193929,0.19077499894015507
7.55,-3.25,5.926468239159889,0.8069775241820716,0.18964154645263498
7.6,-3.25,5.924279040333632,0.8194879589928825,0.19173745217129284
7.6,-3.3,5.925794812461768,0.8084104927893169,0.19059966288823513
7.65,-3.3,5.9236373342422635,0.820815741515164,0.19270129181599988
7.65,-3.35,5.925152850442091,0.8097651989100952,0.19155748672782968
7.7,-3.35,5.922970693646158,0.8222837795330293,0.19369785774907494
7.7,-3.4,5.924484709614825,0.8112631540102252,0.19254817637750787
7.7,-3.45,5.9260025080330765,0.8002523108293109,0.19140840171636284
7.75,-3.45,5.923818155028755,0.8127965517839463,0.19355598618909162
7.75,-3.5,5.9253319736314705,0.8018256417980042,0.1924118585932895
7.8,-3.5,5.923156466965969,0.8143537732939131,0.19457952989560798
7.8,-3.55,5.924670344271595,0.8034082753978715,0.19342858121866435
7.85,-3.55,5.9224998392103885,0.8159341056915916,0.19561892813419465
7.85,-3.6,5.924007951037903,0.8050353907519027,0.19446438312956174
7.9,-3.6,5.921843496357722,0.8175565637430915,0.19667724690663593
