U_In-5p,U_As-4p,Eg(eV)
1.0,2.56,0.41684560141317295
1.01,2.56,0.4181151738186029
1.01,2.55,0.4148564661113954
1.02,2.55,0.4161260385160295
1.03,2.55,0.417395610920853
1.04,2.55,0.4186684895527414
1.04,2.54,0.41541170867951527
1.05,2.54,0.4166832090730289
1.06,2.54,0.41795470946607327
1.07,2.54,0.41922620985666664
1.07,2.53,0.4159694289864118
1.08,2.53,0.41727993493468596
1.09,2.53,0.4185589857941002
1.09,2.52,0.41527777259662113
1.1,2.52,0.41656458861685486
1.11,2.52,0.41785140464543913
1.12,2.52,0.41913822067041673
1.12,2.51,0.4158717519805958
1.13,2.51,0.4171585680041008
1.14,2.51,0.41846754556217697
1.14,2.5,0.41519325063586177
1.15,2.5,0.4164975767109937
1.16,2.5,0.4178019027861256
1.17,2.5,0.41910622884771837
1.17,2.49,0.4158319339276851
1.18,2.49,0.4171362599982345
1.19,2.49,0.4183956292562436
1.19,2.48,0.4151314591391684
1.2,2.48,0.41642962689056656
1.21,2.48,0.4177277946398713
1.22,2.48,0.41902596238446416
1.22,2.47,0.415749732818109
1.23,2.47,0.41704406012494066
1.24,2.47,0.41833838743204305
1.24,2.46,0.4150854619908103
1.25,2.46,0.4163796837090926
1.26,2.46,0.4176739054267609
1.27,2.46,0.41896812715501547
1.27,2.45,0.41571372032291104
1.28,2.45,0.4170079420402785
1.29,2.45,0.41832354731269683
1.29,2.44,0.4150691060695074
1.3,2.44,0.4163636983375804
1.31,2.44,0.417658290609662
1.32,2.44,0.418952882871218
1.32,2.43,0.41569844163258696
1.33,2.43,0.41700289964858644
1.34,2.43,0.4182996386582083
1.34,2.42,0.4150974276091296
1.35,2.42,0.41638556797183357
1.36,2.42,0.4176737083319816
1.37,2.42,0.4189618486700988
1.37,2.41,0.4157445737133051
1.38,2.41,0.41703271406694653
1.39,2.41,0.41832217638043157
1.39,2.4,0.41509010020817017
1.4,2.4,0.41639944762487346
1.41,2.4,0.4177087950324886
1.42,2.4,0.4190181424512167
1.42,2.39,0.4157860662845857
1.43,2.39,0.41709541369618225
1.44,2.39,0.41842161625563545
1.44,2.38,0.41518567959157093
1.45,2.38,0.4165032263650238
1.46,2.38,0.417820773138208
1.47,2.38,0.4191383199113923
1.47,2.37,0.4159103682702813
1.48,2.37,0.41723010565415297
1.49,2.37,0.41854984303792486
1.49,2.36,0.41532246725713007
1.5,2.36,0.41664465665751244
1.51,2.36,0.41796684605627454
1.51,2.35,0.41474465020800333
1.52,2.35,0.41606683960926183
1.53,2.35,0.41738902901052033
1.54,2.35,0.4187169068432657
1.54,2.34,0.4154985018038799
1.55,2.34,0.4168244538644783
1.56,2.34,0.4181504059250768
1.56,2.33,0.414932000882148
1.57,2.33,0.4162579529454723
1.58,2.33,0.4175937731714541
1.59,2.33,0.41892168853970196
1.59,2.32,0.4157090035886604
1.6,2.32,0.4170398790241837
1.61,2.32,0.41837075445875127
1.61,2.31,0.4151642700604953
1.62,2.31,0.41649514549714683
1.63,2.31,0.4178260209335809
1.64,2.31,0.41921367239192203
1.64,2.3,0.4160030574436111
1.65,2.3,0.41735581869211347
1.66,2.3,0.41870857992464394
1.66,2.29,0.4154979649919464
1.67,2.29,0.41685072623647673
1.68,2.29,0.41820348749560443
1.68,2.28,0.41499767583464076
1.69,2.28,0.41636705379077565
1.7,2.28,0.417736431762884
1.71,2.28,0.41910580972700573
1.71,2.27,0.4158763953230801
1.72,2.27,0.4172427901419617
1.73,2.27,0.4186091849613683
1.73,2.26,0.41540948399647004
1.74,2.26,0.41674424377171665
1.75,2.26,0.41812073050947707
1.75,2.25,0.4149072891413267
1.76,2.25,0.41628377587908705
1.77,2.25,0.4176602626459571
1.78,2.25,0.41903674939512814
1.78,2.24,0.415782797894237
1.79,2.24,0.41714851618532023
1.8,2.24,0.41851423447895536
1.8,2.23,0.41531218064111997
1.81,2.23,0.4166778989270842
1.82,2.23,0.4180436172109876
1.82,2.22,0.41482900443015835
1.83,2.22,0.4161922795535409
1.84,2.22,0.4175555546754025
1.85,2.22,0.4189451366602812
1.85,2.21,0.4157287967022442
1.86,2.21,0.4170789149877935
1.87,2.21,0.4184290332707619
1.87,2.2,0.4152126933107574
1.88,2.2,0.41656281159453956
1.89,2.2,0.4179192527913949
1.9,2.2,0.41927154318971877
1.9,2.19,0.4160573352589361
1.91,2.19,0.4174096256504378
1.92,2.19,0.4187619160465792
1.92,2.18,0.41554770811648767
1.93,2.18,0.41691896083933283
1.94,2.18,0.41827477625719883
1.94,2.17,0.4150457435843415
1.95,2.17,0.41640720649523333
1.96,2.17,0.41776866940373386
1.97,2.17,0.4191301323132769
1.97,2.16,0.4159110748767438
1.98,2.16,0.41727253778609696
1.99,2.16,0.4186366347721796
1.99,2.15,0.41541293845704697
2.0,2.15,0.41678152883490993
2.01,2.15,0.4181501192132141
2.01,2.14,0.41492642289777026
2.02,2.14,0.41629501327540047
2.03,2.14,0.4176636036527493
2.04,2.14,0.419040806214173
2.04,2.13,0.4158151992357424
2.05,2.13,0.4171880761818233
2.06,2.13,0.41856095312794084
2.06,2.12,0.41533534614830414
2.07,2.12,0.41670822309640415
2.08,2.12,0.4180892612339302
2.08,2.11,0.4148547365238875
2.09,2.11,0.4162362704290917
2.1,2.11,0.4176133770607229
2.11,2.11,0.41899048369680225
2.11,2.1,0.4157654078291383
2.12,2.1,0.41714251445936573
2.13,2.1,0.41851962109103674
2.13,2.09,0.41530219477810487
2.14,2.09,0.4166816634674264
2.15,2.09,0.41806113215680646
2.15,2.08,0.41483836124115536
2.16,2.08,0.41621782993063994
2.17,2.08,0.41759729861997313
2.18,2.08,0.41898351136636447
2.18,2.07,0.41577326229280154
2.19,2.07,0.4171540015766663
2.2,2.07,0.4185422174366462
2.2,2.06,0.41533996946858237
2.21,2.06,0.4167206365221978
2.22,2.06,0.41810130357581327
2.22,2.05,0.4148990555996926
2.23,2.05,0.41627972265699476
2.24,2.05,0.41766608494792534
2.25,2.05,0.41905424300672545
2.25,2.04,0.4158484270456378
2.26,2.04,0.4172365851020646
2.27,2.04,0.418624743158642
2.27,2.03,0.41541892719272894
2.28,2.03,0.4168103021405026
2.29,2.03,0.41820654117173794
2.29,2.02,0.41499753582463517
2.3,2.02,0.4163937748603043
2.31,2.02,0.4177981742753206
2.32,2.02,0.41919112028578664
2.32,2.01,0.41600193503798233
2.33,2.01,0.4173948810479323
2.34,2.01,0.4187901735773557
2.34,2.0,0.4155969342694612
2.35,2.0,0.41699606946341355
2.36,2.0,0.4183952046522233
2.36,1.99,0.41520196534960224
2.37,1.99,0.4166011005395059
2.38,1.99,0.4180002357333069
2.38,1.98,0.4147898656115679
2.39,1.98,0.4161837296709272
2.4,1.98,0.41757759372806386
2.41,1.98,0.4189714577850203
2.41,1.97,0.415774242123293
2.42,1.97,0.41716840988804227
2.43,1.97,0.4185625776527913
2.43,1.96,0.41537329970284076
2.44,1.96,0.416778881608052
2.45,1.96,0.4181706278828095
2.45,1.95,0.41498549537362306
2.46,1.95,0.41637724164362233
2.47,1.95,0.41776898791411915
2.48,1.95,0.4191607341967332
2.48,1.94,0.41599787982831743
2.49,1.94,0.41739473537679395
2.5,1.94,0.4187915909331384
2.5,1.93,0.4156004868166119
2.51,1.93,0.41699734237015945
2.52,1.93,0.4183941979251991
2.52,1.92,0.4152198799912358
2.53,1.92,0.41662189633679003
2.54,1.92,0.4180239126850578
2.54,1.91,0.414843271899666
2.55,1.91,0.4162479707089452
2.56,1.91,0.4176526695151745
2.57,1.91,0.4190573683091087
2.57,1.9,0.41587883566374845
2.58,1.9,0.4172835344643067
2.59,1.9,0.41868383997663083
2.59,1.89,0.41551245713235424
2.6,1.89,0.4169239913155088
2.61,1.89,0.4183355254997635
2.61,1.88,0.4151641426541915
2.62,1.88,0.41657567683667107
2.63,1.88,0.41797905428019305
2.63,1.87,0.41482075462003326
2.64,1.87,0.4162308212956737
2.65,1.87,0.4176440211242662
2.66,1.87,0.4190535246218544
2.66,1.86,0.4158980231581036
2.67,1.86,0.41730752665601656
2.68,1.86,0.4187170301539436
2.68,1.85,0.4155611747048988
2.69,1.85,0.41697219143487196
2.7,1.85,0.41838320816368035
2.7,1.84,0.41522698207998143
2.71,1.84,0.41663799881068947
2.72,1.84,0.41804901554139756
2.72,1.83,0.41489278945756336
2.73,1.83,0.4163032944619016
2.74,1.83,0.4177148128245953
2.75,1.83,0.41912633118732245
2.75,1.82,0.4159701064867519
2.76,1.82,0.41738595795675215
2.77,1.82,0.4187961096963643
2.77,1.81,0.4156481564701895
2.78,1.81,0.417058308209719
2.79,1.81,0.4184743925908894
2.79,1.8,0.41532702674161653
2.8,1.8,0.4167380568946632
2.81,1.8,0.4181490870459147
2.81,1.79,0.4150017211995399
2.82,1.79,0.41641275135239225
2.83,1.79,0.4178237815050195
2.84,1.79,0.41924852732870205
2.84,1.78,0.4160981799479128
2.85,1.78,0.417514901673427
2.86,1.78,0.41893162339977374
2.86,1.77,0.41578488105640593
2.87,1.77,0.4171997717349524
2.88,1.77,0.4186146624112647
2.88,1.76,0.41547528106107806
2.89,1.76,0.416897020527597
2.9,1.76,0.41831703425419203
2.9,1.75,0.41517529210465026
2.91,1.75,0.41659530582506615
2.92,1.75,0.4180153195512363
2.92,1.74,0.41487357739945885
2.93,1.74,0.41629359112185754
2.94,1.74,0.4177257392908863
2.95,1.74,0.4191517614931121
2.95,1.73,0.41600738188285313
2.96,1.73,0.4174334040868903
2.97,1.73,0.4188594262837026
2.97,1.72,0.41572208929440446
2.98,1.72,0.417150031902456
2.99,1.72,0.41857797451115136
2.99,1.71,0.41543652842986306
3.0,1.71,0.4168667879658037
3.01,1.71,0.41829704749909474
3.01,1.7,0.41515999207718524
3.02,1.7,0.4165902516105673
3.03,1.7,0.4180205111439494
3.03,1.69,0.41488658677450746
3.04,1.69,0.416318943731058
3.05,1.69,0.4177513006873832
3.06,1.69,0.41918365764383625
3.06,1.68,0.4160487143629187
3.07,1.68,0.4174810713203447
3.08,1.68,0.4189161424711464
3.08,1.67,0.41578847109665024
3.09,1.67,0.4172212983872444
3.1,1.67,0.41865615826075137
3.1,1.66,0.41553150278312495
3.11,1.66,0.4169653101899935
3.12,1.66,0.4183991175972695
3.12,1.65,0.41527446211892577
3.13,1.65,0.4167082695258915
3.14,1.65,0.4181452458860366
3.14,1.64,0.41501904424424624
3.15,1.64,0.4164562705664472
3.16,1.64,0.41789349688825683
3.16,1.63,0.41476729524770967
3.17,1.63,0.416204521569415
3.18,1.63,0.4176414120371147
3.19,1.63,0.4190809964150933
3.19,1.62,0.41595422777326235
3.2,1.62,0.4173938121571004
3.21,1.62,0.4188360199230289
3.21,1.61,0.4157189450186387
3.22,1.61,0.417156905307196
3.23,1.61,0.41859486559617465
3.23,1.6,0.4154792856941519
3.24,1.6,0.41692033766494413
3.25,1.6,0.41836138963504654
3.25,1.59,0.4152432146322604
3.26,1.59,0.41668426660423524
3.27,1.59,0.41812531857418556
3.27,1.58,0.41500714357145346
3.28,1.58,0.416451792032238
3.29,1.58,0.41789680782729915
3.29,1.57,0.4147765385957975
3.3,1.57,0.4162215543904923
3.31,1.57,0.4176714826321518
3.32,1.57,0.41911452739514193
3.32,1.56,0.4160061134477533
3.33,1.56,0.4174491582103585
3.34,1.56,0.41889721509205596
3.34,1.55,0.41578672330905286
3.35,1.55,0.41723398731145894
3.36,1.55,0.4186812513126518
3.36,1.54,0.41557075953144923
3.37,1.54,0.417018023532657
3.38,1.54,0.4184652875333418
3.38,1.53,0.4153913081537451
3.39,1.53,0.4168616539546895
3.4,1.53,0.41833199975324403
3.4,1.52,0.4152050560033896
3.41,1.52,0.4166989557530938
3.42,1.52,0.418163524828766
3.42,1.51,0.4150718073102708
3.43,1.51,0.4165363763972055
3.44,1.51,0.4179919674847875
3.44,1.5,0.41488799926485864
3.45,1.5,0.41636653451624317
3.46,1.5,0.4178450697545846
3.46,1.49,0.41474110154665766
3.47,1.49,0.4162196367858433
3.48,1.49,0.4176981720417187
3.49,1.49,0.4191404280568341
3.49,1.48,0.41604425413556617
3.5,1.48,0.41752068198309517
3.51,1.48,0.4189971098317817
3.51,1.47,0.4159009359071971
3.52,1.47,0.41737736374181483
3.53,1.47,0.41885379160514485
3.53,1.46,0.41575761767560837
3.54,1.46,0.4172340455096727
3.55,1.46,0.4187104733437371
3.55,1.45,0.4156142994456747
3.56,1.45,0.4170907272837319
3.57,1.45,0.418567155122186
3.57,1.44,0.41547098121740983
3.58,1.44,0.4169474090546274
3.59,1.44,0.418423836879435
3.59,1.43,0.4153276629782703
3.6,1.43,0.41680409081276504
