U_In-5p,U_Sb-5p,a(A),Eg(eV),meff
7.8,-2.55,6.302641726419861,0.23508945339130533,0.01937209246132504
7.85,-2.55,6.3002691548379905,0.24458292762012915,0.020173125438560608
7.85,-2.6,6.302002578979108,0.23275766149166222,0.019274195388152875
7.9,-2.6,6.29963486419018,0.24224731567399332,0.020079162577015683
7.9,-2.65,6.301363648129259,0.23046928381006082,0.01917899455655241
7.95,-2.65,6.299009281569167,0.23993182886951378,0.019986071927507565
7.95,-2.7,6.300752864118215,0.22814646324218935,0.01908061932961352
8.0,-2.7,6.298402684603566,0.23760535441799804,0.019892049752208017
8.0,-2.75,6.300123514485032,0.22591800468615889,0.018988939077395284
8.05,-2.75,6.297777704089318,0.23537374517132634,0.019804486469431292
8.1,-2.75,6.2954371006463665,0.2448249223999154,0.020622098573569305
8.1,-2.8,6.297157563882349,0.23316901064915213,0.01971899148995927
8.15,-2.8,6.29482805485998,0.24259883548565947,0.020539427470761082
8.15,-2.85,6.296542361176073,0.23099751677883426,0.019634861174829
8.2,-2.85,6.294218661194928,0.24042238993933535,0.020459434918898855
8.2,-2.9,6.295932889235518,0.2288558437927491,0.01955248752122076
8.25,-2.9,6.2936114550383335,0.23828071084177954,0.020381769143048487
8.25,-2.95,6.295325511095045,0.22674439831497673,0.01947305106031304
8.3,-2.95,6.293009270689445,0.2361647851193699,0.020306413356818293
8.3,-3.0,6.294720261207816,0.22467178601215296,0.019395884186857556
8.35,-3.0,6.2924113313104,0.2340804517382682,0.02023314089839983
8.4,-3.0,6.290115314432294,0.24346056630671645,0.02107154304836066
8.4,-3.05,6.291814178261428,0.23203661611662543,0.02016290170133932
8.45,-3.05,6.289529378568643,0.24139642825081475,0.021004166972510556
8.45,-3.1,6.291230023975753,0.22999807210953274,0.02009303207107849
8.5,-3.1,6.2889483938847,0.23935896428194164,0.020939066186432858
8.5,-3.15,6.290645033176222,0.22800643102592655,0.02002637469566596
8.55,-3.15,6.288368129313844,0.23736310989895448,0.020877042445904718
8.55,-3.2,6.29005755947369,0.22606402070951948,0.01996351325231777
8.6,-3.2,6.287772322919572,0.23545196209036026,0.020821838702785096
8.65,-3.2,6.285514140323886,0.24477444574694848,0.02167810733344544
8.65,-3.25,6.287201225982805,0.23351495183339271,0.020764527972788785
8.7,-3.25,6.284953912464325,0.2428157589343163,0.021624448129579
8.7,-3.3,6.286636926606399,0.23160301104912992,0.020708946371088464
8.75,-3.3,6.284387673690615,0.2409159039544123,0.02157542569423125
8.75,-3.35,6.286073565703128,0.22972885431713508,0.02065683711789536
8.8,-3.35,6.283830256680502,0.2390368472243737,0.021527627097078936
8.8,-3.4,6.285508320576342,0.22790602369494103,0.020608135293514993
8.85,-3.4,6.283269991509329,0.23721008443539113,0.021483782059930324
8.85,-3.45,6.284950246528015,0.22610392173706417,0.020561524191180777
8.9,-3.45,6.282721658465074,0.2353886080364688,0.02144133831172524
8.95,-3.45,6.280506742273598,0.24464601036764855,0.022322316754901053
8.95,-3.5,6.282168760060245,0.23362184279764053,0.02140344270298659
9.0,-3.5,6.279958379080938,0.24287547978866417,0.022289770998353726
9.0,-3.55,6.281620009591354,0.23188867374938163,0.02136793275252935
9.05,-3.55,6.279417106608683,0.2411290827592929,0.022258915066828797
9.05,-3.6,6.281077471626585,0.23018169642588276,0.021334633226534193
9.1,-3.6,6.27887466965954,0.23943169711031687,0.022232264179959868
9.1,-3.65,6.280537746744392,0.2285090986982289,0.0213045543307848
9.15,-3.65,6.278342823946106,0.23774503523149842,0.022206973023653664
9.15,-3.7,6.280004872654024,0.22685812399217123,0.021276708510665165
9.2,-3.7,6.277810345923812,0.23610065789379212,0.0221856267614364
9.2,-3.75,6.279468856419626,0.22525649845115947,0.02125349833867539
9.25,-3.75,6.277279993525488,0.23449586957667481,0.02216765484747389
9.3,-3.75,6.275102862821356,0.2437095837079006,0.023084352793303068
9.3,-3.8,6.276760262089903,0.23290521003742026,0.022151133732071268
9.35,-3.8,6.27458693670973,0.24211802702845506,0.023073644778923354
9.35,-3.85,6.2762403523769,0.2313558435963775,0.022138853589262094
9.4,-3.85,6.27407634596046,0.2405509762605029,0.02306645820866606
9.4,-3.9,6.275726101975343,0.22983425595137214,0.02212920654565018
9.45,-3.9,6.273567600108931,0.2390233381477042,0.0230625031175738
9.45,-3.95,6.275217996000048,0.228336727599431,0.022122246894386566
9.5,-3.95,6.2730652072978135,0.23752151598880117,0.02306088263945664
9.5,-4.0,6.27471375420448,0.22687469043176178,0.02211788980548007
9.55,-4.0,6.272567683561397,0.23604979520989183,0.023062249995297723
9.55,-4.05,6.274211975740684,0.22544440761556764,0.022117629855318056
9.6,-4.05,6.272074679436214,0.23460303727141998,0.023066621745536378
9.65,-4.05,6.269954923371268,0.2437218315491283,0.024018760202514443
9.65,-4.1,6.271588433371747,0.23318510446590365,0.023074597709285143
9.7,-4.1,6.2694696006199395,0.24230893851739096,0.024033600347253443
9.7,-4.15,6.271102593729149,0.23180544878701775,0.02308645922167674
9.75,-4.15,6.268990027976824,0.24092314967822792,0.024051472346247053
9.75,-4.2,6.270620142778432,0.23046194137408574,0.023101383526087774
9.8,-4.2,6.268520853209644,0.23955261133850983,0.02407088787024054
9.8,-4.25,6.270142345316404,0.22914672479729703,0.0231200467082112
9.85,-4.25,6.268049693453577,0.2382284733078589,0.02409552481393387
9.85,-4.3,6.269670514184574,0.22785755649654968,0.023141832516049794
9.9,-4.3,6.267577040963342,0.23695070046904695,0.024125245981484987
9.9,-4.35,6.269200382740992,0.22660750203736407,0.02316769973962871
9.95,-4.35,6.267114058036771,0.2356896830823775,0.024157651088484996
9.95,-4.4,6.268729832409523,0.22539844897995698,0.023198555903388554
10.0,-4.4,6.266654207465013,0.23445900166030734,0.024194266675475418
10.05,-4.4,6.264585966377587,0.24350872688951386,0.025195081886990968
10.05,-4.45,6.266195634218659,0.23326968591123637,0.02423520044924894
10.1,-4.45,6.264136102655305,0.24230505133603789,0.025242089251000795
10.1,-4.5,6.265750128700926,0.23208766119609103,0.024277441984643384
10.15,-4.5,6.263686746028788,0.24114127633782084,0.025294214521841444
10.15,-4.55,6.265293109158448,0.23097843266883183,0.024328123036320367
10.2,-4.55,6.2632370762136755,0.24002015470133162,0.025351764396394017
10.2,-4.6,6.264850036530144,0.2298723667160866,0.02438035652504378
10.25,-4.6,6.262794636240997,0.23892242903249003,0.025412684853143373
10.25,-4.65,6.264403357128517,0.228819497914474,0.024438703697155117
10.3,-4.65,6.262358610210846,0.23784853021358962,0.025477286414540935
10.3,-4.7,6.263964141333164,0.22778574613830735,0.024500588382661396
10.35,-4.7,6.261925561310942,0.23680790844684127,0.02554670925895779
10.35,-4.75,6.263528212140829,0.2267856496595346,0.02456714201304881
10.4,-4.75,6.261492094376609,0.2358100071195254,0.025621871456634474
10.4,-4.8,6.263093668032663,0.22582433827024398,0.02463849176884548
10.45,-4.8,6.261063706678192,0.23484030096959446,0.02570117168374943
10.5,-4.8,6.2590473314233295,0.24382693926714635,0.026768861894026264
10.5,-4.85,6.260641387485583,0.23389586493108788,0.025784657269251096
10.55,-4.85,6.258629922785674,0.24287801568618092,0.026860906735850693
10.55,-4.9,6.260223155765186,0.2329836072571717,0.025872933989401718
10.6,-4.9,6.258215200880754,0.24196460958877056,0.026958208387893617
10.6,-4.95,6.259804265660176,0.23211186998390054,0.02596740380306868
10.65,-4.95,6.257803348296911,0.2410841828311165,0.027060684408676164
10.65,-5.0,6.2593874347497485,0.23127822938089967,0.02606738667103543
10.7,-5.0,6.257396589621679,0.240233207857017,0.027167933700107682
