U_In-5p,U_Sb-5p,a(A),Eg(eV),meff
3.65,0.55,6.403282035158278,0.24706151834682538,0.016119486611583352
3.65,0.5,6.405252905418301,0.23260934543318168,0.015231316897390016
3.7,0.5,6.4025340102139445,0.24222195554995296,0.015849650710623463
3.7,0.45,6.404505524791735,0.22779779322173835,0.01495996859113599
3.75,0.45,6.401782997035428,0.23743133997049862,0.015581616894446272
3.75,0.4,6.403756501192108,0.22303144315543091,0.014690372126477811
3.8,0.4,6.401029836851616,0.23268372028875833,0.015315437949634518
3.85,0.4,6.398312092078454,0.2423257565212565,0.01593953801322002
3.85,0.35,6.400274651295178,0.2279843177251078,0.015050828201081763
3.9,0.35,6.397553866712064,0.23764465984457292,0.015678217820646143
3.9,0.3,6.399518394691781,0.22332529519721867,0.014788088435668548
3.95,0.3,6.396794948961914,0.2329982908210308,0.015418896349908028
4.0,0.3,6.394075660255216,0.2426786006724332,0.01604930775692311
4.0,0.25,6.3960321592744735,0.22841214836219334,0.015161139299210405
4.05,0.25,6.393311248498069,0.23810565725580082,0.015794651025811207
4.05,0.2,6.395267524556778,0.22387044204377532,0.014905213730571338
4.1,0.2,6.392543813769368,0.2335796567588197,0.015542080427729464
4.15,0.2,6.389818725338108,0.24330814759109565,0.016179774040313406
4.15,0.15,6.391774748524653,0.22910302601648153,0.015291057081030748
4.2,0.15,6.389045704044855,0.23885140052950782,0.015932239086692477
4.2,0.1,6.390989792465251,0.22470776557442326,0.01504439340452606
4.25,0.1,6.388273138050886,0.2344332517377106,0.015686473418713837
4.3,0.1,6.385565925437883,0.24414551965380155,0.01632714495893501
4.3,0.05,6.387498263162539,0.23006290897179182,0.015442037267031744
4.35,0.05,6.384787732187364,0.2397947393265495,0.016086368001449
4.35,0.0,6.386724030144664,0.22573291999339687,0.015199156900574813
4.4,0.0,6.384011742417697,0.23547672885474016,0.01584686860991113
4.45,0.0,6.381305465540178,0.24522098915587512,0.01649400881992098
4.45,-0.05,6.3832351668430825,0.2312045060873624,0.015608791945959807
4.5,-0.05,6.380525880734163,0.2409649285148985,0.016259488171373137
4.5,-0.1,6.382454533841064,0.2269847543528055,0.015372957570325453
4.55,-0.1,6.3797450207587385,0.2367541276840046,0.016026689577724122
4.6,-0.1,6.377042821372376,0.24651695398156903,0.01667985394512768
4.6,-0.15,6.378960225869297,0.2325957697392884,0.015796135592861756
4.65,-0.15,6.376260793095246,0.24236102457909478,0.016451810600521796
4.65,-0.2,6.378177012903847,0.2284715581197394,0.0155669553884742
4.7,-0.2,6.37547505515088,0.23825464237005126,0.016226024375606427
4.7,-0.25,6.377396111850588,0.22438527498469013,0.015338805095430057
4.75,-0.25,6.374701509971699,0.23416005883583535,0.015999444810589396
4.8,-0.25,6.372007998821669,0.2439401427912906,0.016661061927618587
4.8,-0.3,6.373916603105519,0.2301335581097868,0.015776931026051377
4.85,-0.3,6.371223112745106,0.23992755051881084,0.01644130614815393
4.85,-0.35,6.373133493215305,0.22614607647437987,0.015555457688817038
4.9,-0.35,6.370434516402593,0.2359638197173993,0.01622405280846467
4.95,-0.35,6.367747421961518,0.24575910043139634,0.01689152014750089
4.95,-0.4,6.369647285184614,0.2320396753659297,0.01600816589614621
5.0,-0.4,6.366960140021439,0.24184772590290685,0.016677995387845493
5.0,-0.45,6.368861021876617,0.22815926146001936,0.01579351802019938
5.05,-0.45,6.366174702902858,0.2379726906351922,0.01646695442998065
5.05,-0.5,6.368075903336507,0.22431205336824675,0.01558038403377567
5.1,-0.5,6.36539041217157,0.23413756084459195,0.016256671985455398
5.15,-0.5,6.362715969453644,0.24394309070526582,0.016931997180002215
5.15,-0.55,6.3646065071108335,0.23034175536172302,0.016048065645157185
5.2,-0.55,6.361930412999888,0.24016068066414245,0.016726949258905572
5.2,-0.6,6.36382174656197,0.22659135063183156,0.015841371856217562
5.25,-0.6,6.361150066426495,0.23640807449391252,0.01652268218989351
5.3,-0.6,6.358486882072452,0.24621283541888753,0.017203560477453216
5.3,-0.65,6.360366904600685,0.2327044125446471,0.016320671410292514
5.35,-0.65,6.3577035471418775,0.24252014518440224,0.017004775507544534
5.35,-0.7,6.35958494273579,0.22903877999498537,0.016120204412162838
5.4,-0.7,6.356922804706578,0.23886052977947966,0.01680740314614874
5.4,-0.75,6.358802989683844,0.22541292517853248,0.015921610625251933
5.45,-0.75,6.35614722457277,0.23522605027509916,0.01661096583735266
5.5,-0.75,6.353500082672396,0.24502814392778222,0.01729979788340346
5.5,-0.8,6.355369569717416,0.23164277661329197,0.016416525060545643
5.55,-0.8,6.352723974720545,0.24144893555505084,0.017108511012773425
5.55,-0.85,6.3545923228285295,0.22809944662548579,0.016223913420728316
5.6,-0.85,6.351950435870122,0.2379066177162149,0.016918452666849916
5.6,-0.9,6.353816593555592,0.2245937833361637,0.016032748242745035
5.65,-0.9,6.351176682784312,0.23440570461266,0.01673024757081137
5.7,-0.9,6.348546541829757,0.24420042776617443,0.017427457280816284
5.7,-0.95,6.350402890903376,0.2309461554109055,0.01654407091777165
5.75,-0.95,6.347775458403745,0.24074388050326856,0.017244192565520355
5.75,-1.0,6.349630169984313,0.22752587354555864,0.01635949039369803
5.8,-1.0,6.347005722617833,0.2373238352471895,0.017062552923558526
5.8,-1.05,6.348860055560324,0.22414147565648923,0.016176389946350855
5.85,-1.05,6.346239227664257,0.2339395935483561,0.016882104747938588
5.9,-1.05,6.343626406850416,0.24372681069969637,0.017587733708638295
5.9,-1.1,6.3454717176567845,0.23060025267792883,0.016703831425519386
5.95,-1.1,6.342862683937852,0.24038782458432206,0.017412221866514376
5.95,-1.15,6.344707031452402,0.22729583729280614,0.01652684763299892
6.0,-1.15,6.342100578259458,0.23708514152987353,0.017238444119083873
6.0,-1.2,6.343944007713281,0.22402813234441823,0.01635161389852968
6.05,-1.2,6.341340443302903,0.2338200890580564,0.017066065062668067
6.1,-1.2,6.338750527299709,0.2435853856937513,0.017779485325685743
6.1,-1.25,6.340584331075042,0.23058814685388773,0.016894920089493722
6.15,-1.25,6.337996751311555,0.24035532536170934,0.017611476421911566
6.15,-1.3,6.339828258658447,0.2273961978962655,0.016725910566571633
6.2,-1.3,6.337244281349819,0.2371626389679307,0.017445538160000676
6.2,-1.35,6.33907470796347,0.22424108272063856,0.01655832304124711
6.25,-1.35,6.336499883142881,0.23399200448320204,0.017279780242653944
6.3,-1.35,6.333932418484709,0.24373575511819723,0.018001484033887228
6.3,-1.4,6.335754109068249,0.23086670366043083,0.01711646565791368
6.35,-1.4,6.333186834618074,0.2406204685610893,0.017841821175031303
6.35,-1.45,6.335006261026935,0.22779019354251137,0.016955525878650592
6.4,-1.45,6.332444614050618,0.23753732095143784,0.01768378119207011
6.4,-1.5,6.334263579125748,0.22474127164732643,0.016796033723652626
6.45,-1.5,6.331705762638135,0.2344851238242044,0.017527429659890584
6.5,-1.5,6.329158377718651,0.24420998102911212,0.01825849222989821
6.5,-1.55,6.330966156982948,0.23147887637110992,0.01737339013615707
6.55,-1.55,6.328424823047678,0.2411962494359992,0.01810713866450596
6.55,-1.6,6.330231395241229,0.2285007885753726,0.01722078100958829
6.6,-1.6,6.327693768818112,0.23821753957443906,0.017957689532489406
6.6,-1.65,6.329501365740554,0.22555222300851704,0.01706916935365461
6.65,-1.65,6.326965634309925,0.23527364201266823,0.01780979738448248
6.7,-1.65,6.324443732642774,0.244966276919273,0.018549646236454484
6.7,-1.7,6.32623923569376,0.23236615653625248,0.01766392952912934
6.75,-1.7,6.323720780770446,0.24205898369643516,0.018407097735784472
6.75,-1.75,6.325517414326424,0.22948811211581435,0.017519496197446378
6.8,-1.75,6.323265290015462,0.23846454069872328,0.01821371495155855
6.8,-1.8,6.324801325264001,0.2266368093841296,0.0173762750725034
6.85,-1.8,6.322552781581428,0.23561281208731588,0.018073682017707638
6.9,-1.8,6.320059225812057,0.24526420617504446,0.018822183117924766
6.9,-1.85,6.321845041122428,0.23278902567316873,0.017935084512390925
6.95,-1.85,6.319354453942103,0.24244192150391852,0.018687030713080855
6.95,-1.9,6.321138450048474,0.23001408171585508,0.017796366272967372
7.0,-1.9,6.318652052065436,0.23963075461682085,0.018558014821956036
7.0,-1.95,6.320182594102737,0.22793003077511212,0.0177146673777693
7.05,-1.95,6.317953802688955,0.23689296590444467,0.01842185096446833
7.05,-2.0,6.319478704282066,0.2252309302100432,0.01758108518806677
7.1,-2.0,6.317257870475491,0.23417917015272202,0.018290588042623217
7.15,-2.0,6.314791625830165,0.24380331818594567,0.019052141524478313
7.15,-2.05,6.316565117326555,0.23149655168968175,0.018160943343425905
7.2,-2.05,6.3141027779669,0.24111822471253108,0.018926289487822535
7.2,-2.1,6.315879854203986,0.22883258938479648,0.01803290938401967
7.25,-2.1,6.313420679340899,0.2384544674767332,0.01880206957122212
7.25,-2.15,6.315193698084616,0.2262118886329578,0.017908005209613335
7.3,-2.15,6.312742228788368,0.23582172206298288,0.0186800636776586
7.35,-2.15,6.310303737287148,0.2454047883379974,0.019451973756076515
7.35,-2.2,6.312065453867304,0.23322822566795753,0.018560068882043004
7.4,-2.2,6.309635334188837,0.24279916688483622,0.019334595123218046
7.4,-2.25,6.311392194352144,0.2306724026373926,0.018441640650293294
7.45,-2.25,6.308966378755829,0.24024065300694666,0.019219754255867545
7.45,-2.3,6.310721246147785,0.2281522298540703,0.018325240709836467
7.5,-2.3,6.30829773384037,0.23772358625107587,0.019107534796462627
7.5,-2.35,6.310056534022869,0.22565841626460015,0.018210061549332836
7.55,-2.35,6.307638137228316,0.23522351732396926,0.018995852809973235
7.6,-2.35,6.305230510520451,0.2447689599206626,0.01978222185484379
7.6,-2.4,6.306980192956236,0.2327586449032413,0.018887088065701413
7.65,-2.4,6.304577322630107,0.2422994187481678,0.019677216230198538
7.65,-2.45,6.306324898067369,0.23033070111141887,0.018780121272613314
7.7,-2.45,6.303928290569666,0.23986398939093062,0.01957369746179605
7.7,-2.5,6.305670582302143,0.22794276219015197,0.01867565413270589
7.75,-2.5,6.303284899538868,0.23745444607657026,0.019471706629003972
7.75,-2.55,6.305023388836531,0.2255779435678909,0.018572217378212366
