# key,Eg
GaAs1Sb3,0.7772870203370306
GaAs2Sb2,0.7925182401768013
InSb,0.23811479488574305
In1Ga3As,1.0953763970944266
GaAs3Sb1,1.105109799526496
InAs2Sb2,0.13856055495517156
In1Ga3Sb,0.45314229463794764
GaSb,0.8130425795818531
InAs1Sb3,0.17706646042202928
GaAs,1.5198487589476841
In2Ga2As,0.7977903193464703
InAs3Sb1,0.21545960087260496
In2Ga2Sb,0.31840742758252055
InAs,0.41585120678029064
In3Ga1As,0.6142134250174436
In3Ga1Sb,0.28570475728645217
